Date,BTC,CAD,TWD,EUR,CNY,HKD,SP500,GBP
2010-07-18,6.778,6.778,6.778,6.778,6.778,7.7748,3096.6,1.5222
2010-07-19,6.778,6.778,6.778,6.778,6.778,7.7748,3096.6,1.5222
2010-07-20,6.7781,6.7781,6.7781,6.7781,6.7781,7.7736,3096.6,1.5255
2010-07-21,6.7769,6.7769,6.7769,6.7769,6.7769,7.7739,3096.6,1.5201
2010-07-22,6.7795,6.7795,6.7795,6.7795,6.7795,7.7739,3096.6,1.5283
2010-07-23,6.7803,6.7803,6.7803,6.7803,6.7803,7.7667,3096.6,1.5425
2010-07-24,6.7788,6.7788,6.7788,6.7788,6.7788,7.766,3096.6,1.549
2010-07-25,6.7788,6.7788,6.7788,6.7788,6.7788,7.766,3096.6,1.549
2010-07-26,6.7788,6.7788,6.7788,6.7788,6.7788,7.766,3096.6,1.549
2010-07-27,6.7781,6.7781,6.7781,6.7781,6.7781,7.7651,3096.6,1.5538
2010-07-28,6.778,6.778,6.778,6.778,6.778,7.7657,3096.6,1.5611
2010-07-29,6.776,6.776,6.776,6.776,6.776,7.7656,3096.6,1.5591
2010-07-30,6.7735,6.7735,6.7735,6.7735,6.7735,7.7672,3096.6,1.5714
2010-07-31,6.774,6.774,6.774,6.774,6.774,7.7638,3096.6,1.5897
2010-08-01,6.774,6.774,6.774,6.774,6.774,7.7638,3096.6,1.5897
2010-08-02,6.774,6.774,6.774,6.774,6.774,7.7638,3096.6,1.5897
2010-08-03,6.7728,6.7728,6.7728,6.7728,6.7728,7.7605,3096.6,1.5941
2010-08-04,6.772,6.772,6.772,6.772,6.772,7.7636,3096.6,1.5887
2010-08-05,6.7705,6.7705,6.7705,6.7705,6.7705,7.7637,3096.6,1.586
2010-08-06,6.768,6.768,6.768,6.768,6.768,7.7629,3096.6,1.5979
2010-08-07,6.767,6.767,6.767,6.767,6.767,7.7613,3096.6,1.5945
2010-08-08,6.767,6.767,6.767,6.767,6.767,7.7613,3096.6,1.5945
2010-08-09,6.767,6.767,6.767,6.767,6.767,7.7613,3096.6,1.5945
2010-08-10,6.772,6.772,6.772,6.772,6.772,7.7638,3096.6,1.5776
2010-08-11,6.7745,6.7745,6.7745,6.7745,6.7745,7.7662,3096.6,1.5688
2010-08-12,6.7843,6.7843,6.7843,6.7843,6.7843,7.7679,3096.6,1.5573
2010-08-13,6.7957,6.7957,6.7957,6.7957,6.7957,7.7723,3096.6,1.558
2010-08-14,6.8038,6.8038,6.8038,6.8038,6.8038,7.7723,3096.6,1.5679
2010-08-15,6.8038,6.8038,6.8038,6.8038,6.8038,7.7723,3096.6,1.5679
2010-08-16,6.8038,6.8038,6.8038,6.8038,6.8038,7.7723,3096.6,1.5679
2010-08-17,6.792,6.792,6.792,6.792,6.792,7.7699,3096.6,1.5586
2010-08-18,6.7911,6.7911,6.7911,6.7911,6.7911,7.7691,3096.6,1.5619
2010-08-19,6.7897,6.7897,6.7897,6.7897,6.7897,7.7697,3096.6,1.5612
2010-08-20,6.79,6.79,6.79,6.79,6.79,7.7759,3096.6,1.5515
2010-08-21,6.7995,6.7995,6.7995,6.7995,6.7995,7.7747,3096.6,1.5532
2010-08-22,6.7995,6.7995,6.7995,6.7995,6.7995,7.7747,3096.6,1.5532
2010-08-23,6.7995,6.7995,6.7995,6.7995,6.7995,7.7747,3096.6,1.5532
2010-08-24,6.7966,6.7966,6.7966,6.7966,6.7966,7.7769,3096.6,1.5471
2010-08-25,6.7995,6.7995,6.7995,6.7995,6.7995,7.777,3096.6,1.546
2010-08-26,6.7998,6.7998,6.7998,6.7998,6.7998,7.778,3096.6,1.5574
2010-08-27,6.7977,6.7977,6.7977,6.7977,6.7977,7.7788,3096.6,1.5528
2010-08-28,6.8029,6.8029,6.8029,6.8029,6.8029,7.7787,3096.6,1.5473
2010-08-29,6.8029,6.8029,6.8029,6.8029,6.8029,7.7787,3096.6,1.5473
2010-08-30,6.8029,6.8029,6.8029,6.8029,6.8029,7.7787,3096.6,1.5473
2010-08-31,6.8069,6.8069,6.8069,6.8069,6.8069,7.7781,3096.6,1.5358
2010-09-01,6.8102,6.8102,6.8102,6.8102,6.8102,7.7738,3096.6,1.5472
2010-09-02,6.807,6.807,6.807,6.807,6.807,7.7702,3096.6,1.5393
2010-09-03,6.8014,6.8014,6.8014,6.8014,6.8014,7.7714,3096.6,1.5452
2010-09-04,6.8014,6.8014,6.8014,6.8014,6.8014,7.7714,3096.6,1.5452
2010-09-05,6.8014,6.8014,6.8014,6.8014,6.8014,7.7714,3096.6,1.5452
2010-09-06,6.8014,6.8014,6.8014,6.8014,6.8014,7.7714,3096.6,1.5452
2010-09-07,6.7906,6.7906,6.7906,6.7906,6.7906,7.7679,3096.6,1.5315
2010-09-08,6.794,6.794,6.794,6.794,6.794,7.7692,3096.6,1.5513
2010-09-09,6.782,6.782,6.782,6.782,6.782,7.7691,3096.6,1.5448
2010-09-10,6.769,6.769,6.769,6.769,6.769,7.766,3096.6,1.5387
2010-09-11,6.7595,6.7595,6.7595,6.7595,6.7595,7.7666,3096.6,1.5466
2010-09-12,6.7595,6.7595,6.7595,6.7595,6.7595,7.7666,3096.6,1.5466
2010-09-13,6.7595,6.7595,6.7595,6.7595,6.7595,7.7666,3096.6,1.5466
2010-09-14,6.743,6.743,6.743,6.743,6.743,7.7657,3096.6,1.5559
2010-09-15,6.738,6.738,6.738,6.738,6.738,7.7667,3096.6,1.5641
2010-09-16,6.725,6.725,6.725,6.725,6.725,7.7668,3096.6,1.5612
2010-09-17,6.723,6.723,6.723,6.723,6.723,7.7646,3096.6,1.5635
2010-09-18,6.7135,6.7135,6.7135,6.7135,6.7135,7.7634,3096.6,1.5564
2010-09-19,6.7135,6.7135,6.7135,6.7135,6.7135,7.7634,3096.6,1.5564
2010-09-20,6.7135,6.7135,6.7135,6.7135,6.7135,7.7634,3096.6,1.5564
2010-09-21,6.7059,6.7059,6.7059,6.7059,6.7059,7.7617,3096.6,1.5551
2010-09-22,6.7035,6.7035,6.7035,6.7035,6.7035,7.7581,3096.6,1.5649
2010-09-23,6.7046,6.7046,6.7046,6.7046,6.7046,7.7591,3096.6,1.5723
2010-09-24,6.7035,6.7035,6.7035,6.7035,6.7035,7.7561,3096.6,1.5829
2010-09-25,6.6911,6.6911,6.6911,6.6911,6.6911,7.7579,3096.6,1.5851
2010-09-26,6.6911,6.6911,6.6911,6.6911,6.6911,7.7579,3096.6,1.5851
2010-09-27,6.6911,6.6911,6.6911,6.6911,6.6911,7.7579,3096.6,1.5851
2010-09-28,6.6904,6.6904,6.6904,6.6904,6.6904,7.7578,3096.6,1.5808
2010-09-29,6.6869,6.6869,6.6869,6.6869,6.6869,7.7574,3096.6,1.5812
2010-09-30,6.6905,6.6905,6.6905,6.6905,6.6905,7.7599,3096.6,1.5731
2010-10-01,6.6895,6.6895,6.6895,6.6895,6.6895,7.7573,3096.6,1.5829
2010-10-02,6.6912,6.6912,6.6912,6.6912,6.6912,7.7579,3096.6,1.5849
2010-10-03,6.6912,6.6912,6.6912,6.6912,6.6912,7.7579,3096.6,1.5849
2010-10-04,6.6912,6.6912,6.6912,6.6912,6.6912,7.7579,3096.6,1.5849
2010-10-05,6.6906,6.6906,6.6906,6.6906,6.6906,7.7558,3096.6,1.5915
2010-10-06,6.6893,6.6893,6.6893,6.6893,6.6893,7.7552,3096.6,1.5903
2010-10-07,6.6903,6.6903,6.6903,6.6903,6.6903,7.7527,3096.6,1.593
2010-10-08,6.671,6.671,6.671,6.671,6.671,7.7567,3096.6,1.5951
2010-10-09,6.671,6.671,6.671,6.671,6.671,7.7567,3096.6,1.5951
2010-10-10,6.671,6.671,6.671,6.671,6.671,7.7567,3096.6,1.5951
2010-10-11,6.671,6.671,6.671,6.671,6.671,7.7567,3096.6,1.5951
2010-10-12,6.6733,6.6733,6.6733,6.6733,6.6733,7.7586,3096.6,1.5799
2010-10-13,6.6634,6.6634,6.6634,6.6634,6.6634,7.7599,3096.6,1.5843
2010-10-14,6.6505,6.6505,6.6505,6.6505,6.6505,7.7578,3096.6,1.5992
2010-10-15,6.6397,6.6397,6.6397,6.6397,6.6397,7.7573,3096.6,1.6027
2010-10-16,6.644,6.644,6.644,6.644,6.644,7.7569,3096.6,1.5907
2010-10-17,6.644,6.644,6.644,6.644,6.644,7.7569,3096.6,1.5907
2010-10-18,6.644,6.644,6.644,6.644,6.644,7.7569,3096.6,1.5907
2010-10-19,6.6444,6.6444,6.6444,6.6444,6.6444,7.7595,3096.6,1.5739
2010-10-20,6.6518,6.6518,6.6518,6.6518,6.6518,7.7626,3096.6,1.5857
2010-10-21,6.6502,6.6502,6.6502,6.6502,6.6502,7.7638,3096.6,1.5753
2010-10-22,6.6583,6.6583,6.6583,6.6583,6.6583,7.7648,3096.6,1.5677
2010-10-23,6.6579,6.6579,6.6579,6.6579,6.6579,7.7578,3096.6,1.5748
2010-10-24,6.6579,6.6579,6.6579,6.6579,6.6579,7.7578,3096.6,1.5748
2010-10-25,6.6579,6.6579,6.6579,6.6579,6.6579,7.7578,3096.6,1.5748
2010-10-26,6.6625,6.6625,6.6625,6.6625,6.6625,7.7583,3096.6,1.5871
2010-10-27,6.6805,6.6805,6.6805,6.6805,6.6805,7.7587,3096.6,1.5782
2010-10-28,6.6867,6.6867,6.6867,6.6867,6.6867,7.7561,3096.6,1.5945
2010-10-29,6.6707,6.6707,6.6707,6.6707,6.6707,7.7515,3096.6,1.602
2010-10-30,6.6892,6.6892,6.6892,6.6892,6.6892,7.7515,3096.6,1.605
2010-10-31,6.6892,6.6892,6.6892,6.6892,6.6892,7.7515,3096.6,1.605
2010-11-01,6.6892,6.6892,6.6892,6.6892,6.6892,7.7515,3096.6,1.605
2010-11-02,6.6775,6.6775,6.6775,6.6775,6.6775,7.751,3096.6,1.601
2010-11-03,6.6758,6.6758,6.6758,6.6758,6.6758,7.7504,3096.6,1.608
2010-11-04,6.6609,6.6609,6.6609,6.6609,6.6609,7.7501,3096.6,1.6282
2010-11-05,6.655,6.655,6.655,6.655,6.655,7.7506,3096.6,1.6211
2010-11-06,6.6791,6.6791,6.6791,6.6791,6.6791,7.7506,3096.6,1.615
2010-11-07,6.6791,6.6791,6.6791,6.6791,6.6791,7.7506,3096.6,1.615
2010-11-08,6.6791,6.6791,6.6791,6.6791,6.6791,7.7506,3096.6,1.615
2010-11-09,6.6424,6.6424,6.6424,6.6424,6.6424,7.7508,3096.6,1.605
2010-11-10,6.6335,6.6335,6.6335,6.6335,6.6335,7.7505,3096.6,1.6071
2010-11-11,6.6335,6.6335,6.6335,6.6335,6.6335,7.7505,3096.6,1.6071
2010-11-12,6.6368,6.6368,6.6368,6.6368,6.6368,7.7511,3096.6,1.6172
2010-11-13,6.6418,6.6418,6.6418,6.6418,6.6418,7.7523,3096.6,1.6064
2010-11-14,6.6418,6.6418,6.6418,6.6418,6.6418,7.7523,3096.6,1.6064
2010-11-15,6.6418,6.6418,6.6418,6.6418,6.6418,7.7523,3096.6,1.6064
2010-11-16,6.6378,6.6378,6.6378,6.6378,6.6378,7.7543,3096.6,1.5881
2010-11-17,6.6415,6.6415,6.6415,6.6415,6.6415,7.7559,3096.6,1.5941
2010-11-18,6.633,6.633,6.633,6.633,6.633,7.7527,3096.6,1.601
2010-11-19,6.6398,6.6398,6.6398,6.6398,6.6398,7.7536,3096.6,1.5961
2010-11-20,6.6414,6.6414,6.6414,6.6414,6.6414,7.754,3096.6,1.5932
2010-11-21,6.6414,6.6414,6.6414,6.6414,6.6414,7.754,3096.6,1.5932
2010-11-22,6.6414,6.6414,6.6414,6.6414,6.6414,7.754,3096.6,1.5932
2010-11-23,6.6433,6.6433,6.6433,6.6433,6.6433,7.7588,3096.6,1.5824
2010-11-24,6.6529,6.6529,6.6529,6.6529,6.6529,7.7593,3096.6,1.5774
2010-11-25,6.6529,6.6529,6.6529,6.6529,6.6529,7.7593,3096.6,1.5774
2010-11-26,6.6675,6.6675,6.6675,6.6675,6.6675,7.7634,3096.6,1.5616
2010-11-27,6.66,6.66,6.66,6.66,6.66,7.7656,3096.6,1.5557
2010-11-28,6.66,6.66,6.66,6.66,6.66,7.7656,3096.6,1.5557
2010-11-29,6.66,6.66,6.66,6.66,6.66,7.7656,3096.6,1.5557
2010-11-30,6.667,6.667,6.667,6.667,6.667,7.7649,3096.6,1.5578
2010-12-01,6.663,6.663,6.663,6.663,6.663,7.7665,3096.6,1.5603
2010-12-02,6.6609,6.6609,6.6609,6.6609,6.6609,7.7659,3096.6,1.561
2010-12-03,6.6628,6.6628,6.6628,6.6628,6.6628,7.7616,3096.6,1.5723
2010-12-04,6.6483,6.6483,6.6483,6.6483,6.6483,7.7612,3096.6,1.568
2010-12-05,6.6483,6.6483,6.6483,6.6483,6.6483,7.7612,3096.6,1.568
2010-12-06,6.6483,6.6483,6.6483,6.6483,6.6483,7.7612,3096.6,1.568
2010-12-07,6.6455,6.6455,6.6455,6.6455,6.6455,7.763,3096.6,1.5802
2010-12-08,6.6616,6.6616,6.6616,6.6616,6.6616,7.768,3096.6,1.5792
2010-12-09,6.6549,6.6549,6.6549,6.6549,6.6549,7.7731,3096.6,1.5733
2010-12-10,6.655,6.655,6.655,6.655,6.655,7.7737,3096.6,1.5809
2010-12-11,6.6652,6.6652,6.6652,6.6652,6.6652,7.778,3096.6,1.5882
2010-12-12,6.6652,6.6652,6.6652,6.6652,6.6652,7.778,3096.6,1.5882
2010-12-13,6.6652,6.6652,6.6652,6.6652,6.6652,7.778,3096.6,1.5882
2010-12-14,6.6563,6.6563,6.6563,6.6563,6.6563,7.7727,3096.6,1.5795
2010-12-15,6.6541,6.6541,6.6541,6.6541,6.6541,7.7757,3096.6,1.5613
2010-12-16,6.6635,6.6635,6.6635,6.6635,6.6635,7.7771,3096.6,1.5612
2010-12-17,6.6545,6.6545,6.6545,6.6545,6.6545,7.7768,3096.6,1.548
2010-12-18,6.6745,6.6745,6.6745,6.6745,6.6745,7.7756,3096.6,1.5521
2010-12-19,6.6745,6.6745,6.6745,6.6745,6.6745,7.7756,3096.6,1.5521
2010-12-20,6.6745,6.6745,6.6745,6.6745,6.6745,7.7756,3096.6,1.5521
2010-12-21,6.658,6.658,6.658,6.658,6.658,7.7735,3096.6,1.5462
2010-12-22,6.645,6.645,6.645,6.645,6.645,7.7789,3096.6,1.539
2010-12-23,6.645,6.645,6.645,6.645,6.645,7.7778,3096.6,1.54
2010-12-24,6.645,6.645,6.645,6.645,6.645,7.7778,3096.6,1.54
2010-12-25,6.6306,6.6306,6.6306,6.6306,6.6306,7.7833,3096.6,1.5382
2010-12-26,6.6306,6.6306,6.6306,6.6306,6.6306,7.7833,3096.6,1.5382
2010-12-27,6.6306,6.6306,6.6306,6.6306,6.6306,7.7833,3096.6,1.5382
2010-12-28,6.6247,6.6247,6.6247,6.6247,6.6247,7.7803,3096.6,1.5361
2010-12-29,6.62,6.62,6.62,6.62,6.62,7.7821,3096.6,1.5463
2010-12-30,6.6,6.6,6.6,6.6,6.6,7.781,3096.6,1.5392
2010-12-31,6.6,6.6,6.6,6.6,6.6,7.781,3096.6,1.5392
2011-01-01,6.5895,6.5895,6.5895,6.5895,6.5895,7.7683,3096.6,1.549
2011-01-02,6.5895,6.5895,6.5895,6.5895,6.5895,7.7683,3096.6,1.549
2011-01-03,6.5895,6.5895,6.5895,6.5895,6.5895,7.7683,3096.6,1.549
2011-01-04,6.6065,6.6065,6.6065,6.6065,6.6065,7.7694,3096.6,1.5586
2011-01-05,6.585,6.585,6.585,6.585,6.585,7.7704,3096.6,1.5497
2011-01-06,6.626,6.626,6.626,6.626,6.626,7.7735,3096.6,1.549
2011-01-07,6.6276,6.6276,6.6276,6.6276,6.6276,7.7714,3096.6,1.556
2011-01-08,6.6364,6.6364,6.6364,6.6364,6.6364,7.7774,3096.6,1.5583
2011-01-09,6.6364,6.6364,6.6364,6.6364,6.6364,7.7774,3096.6,1.5583
2011-01-10,6.6364,6.6364,6.6364,6.6364,6.6364,7.7774,3096.6,1.5583
2011-01-11,6.6185,6.6185,6.6185,6.6185,6.6185,7.7759,3096.6,1.5628
2011-01-12,6.6037,6.6037,6.6037,6.6037,6.6037,7.7737,3096.6,1.5716
2011-01-13,6.6044,6.6044,6.6044,6.6044,6.6044,7.7738,3096.6,1.587
2011-01-14,6.5876,6.5876,6.5876,6.5876,6.5876,7.7741,3096.6,1.5874
2011-01-15,6.5876,6.5876,6.5876,6.5876,6.5876,7.7741,3096.6,1.5874
2011-01-16,6.5876,6.5876,6.5876,6.5876,6.5876,7.7741,3096.6,1.5874
2011-01-17,6.5876,6.5876,6.5876,6.5876,6.5876,7.7741,3096.6,1.5874
2011-01-18,6.5828,6.5828,6.5828,6.5828,6.5828,7.7773,3096.6,1.6
2011-01-19,6.5823,6.5823,6.5823,6.5823,6.5823,7.7775,3096.6,1.5991
2011-01-20,6.5852,6.5852,6.5852,6.5852,6.5852,7.7858,3096.6,1.5875
2011-01-21,6.5831,6.5831,6.5831,6.5831,6.5831,7.7891,3096.6,1.5997
2011-01-22,6.5809,6.5809,6.5809,6.5809,6.5809,7.7978,3096.6,1.5995
2011-01-23,6.5809,6.5809,6.5809,6.5809,6.5809,7.7978,3096.6,1.5995
2011-01-24,6.5809,6.5809,6.5809,6.5809,6.5809,7.7978,3096.6,1.5995
2011-01-25,6.5824,6.5824,6.5824,6.5824,6.5824,7.7922,3096.6,1.5818
2011-01-26,6.5814,6.5814,6.5814,6.5814,6.5814,7.7859,3096.6,1.5886
2011-01-27,6.5814,6.5814,6.5814,6.5814,6.5814,7.7876,3096.6,1.5905
2011-01-28,6.5819,6.5819,6.5819,6.5819,6.5819,7.7927,3096.6,1.5838
2011-01-29,6.6017,6.6017,6.6017,6.6017,6.6017,7.7926,3096.6,1.6042
2011-01-30,6.6017,6.6017,6.6017,6.6017,6.6017,7.7926,3096.6,1.6042
2011-01-31,6.6017,6.6017,6.6017,6.6017,6.6017,7.7926,3096.6,1.6042
2011-02-01,6.5937,6.5937,6.5937,6.5937,6.5937,7.7913,3096.6,1.6124
2011-02-02,6.556,6.556,6.556,6.556,6.556,7.7862,3096.6,1.6167
2011-02-03,6.556,6.556,6.556,6.556,6.556,7.7859,3096.6,1.6159
2011-02-04,6.556,6.556,6.556,6.556,6.556,7.7863,3096.6,1.6089
2011-02-05,6.56,6.56,6.56,6.56,6.56,7.7841,3096.6,1.6111
2011-02-06,6.56,6.56,6.56,6.56,6.56,7.7841,3096.6,1.6111
2011-02-07,6.56,6.56,6.56,6.56,6.56,7.7841,3096.6,1.6111
2011-02-08,6.552,6.552,6.552,6.552,6.552,7.7823,3096.6,1.6091
2011-02-09,6.5914,6.5914,6.5914,6.5914,6.5914,7.7848,3096.6,1.6089
2011-02-10,6.5864,6.5864,6.5864,6.5864,6.5864,7.7899,3096.6,1.6132
2011-02-11,6.5917,6.5917,6.5917,6.5917,6.5917,7.7945,3096.6,1.5986
2011-02-12,6.5965,6.5965,6.5965,6.5965,6.5965,7.7952,3096.6,1.6023
2011-02-13,6.5965,6.5965,6.5965,6.5965,6.5965,7.7952,3096.6,1.6023
2011-02-14,6.5965,6.5965,6.5965,6.5965,6.5965,7.7952,3096.6,1.6023
2011-02-15,6.5884,6.5884,6.5884,6.5884,6.5884,7.7941,3096.6,1.6128
2011-02-16,6.5884,6.5884,6.5884,6.5884,6.5884,7.7898,3096.6,1.6063
2011-02-17,6.585,6.585,6.585,6.585,6.585,7.7872,3096.6,1.6172
2011-02-18,6.5731,6.5731,6.5731,6.5731,6.5731,7.7844,3096.6,1.6245
2011-02-19,6.5731,6.5731,6.5731,6.5731,6.5731,7.7844,3096.6,1.6245
2011-02-20,6.5731,6.5731,6.5731,6.5731,6.5731,7.7844,3096.6,1.6245
2011-02-21,6.5731,6.5731,6.5731,6.5731,6.5731,7.7844,3096.6,1.6245
2011-02-22,6.5795,6.5795,6.5795,6.5795,6.5795,7.7925,3096.6,1.6129
2011-02-23,6.5741,6.5741,6.5741,6.5741,6.5741,7.7945,3096.6,1.6221
2011-02-24,6.572,6.572,6.572,6.572,6.572,7.7957,3096.6,1.6106
2011-02-25,6.5749,6.5749,6.5749,6.5749,6.5749,7.7933,3096.6,1.6078
2011-02-26,6.5713,6.5713,6.5713,6.5713,6.5713,7.7883,3096.6,1.6247
2011-02-27,6.5713,6.5713,6.5713,6.5713,6.5713,7.7883,3096.6,1.6247
2011-02-28,6.5713,6.5713,6.5713,6.5713,6.5713,7.7883,3096.6,1.6247
2011-03-01,6.57,6.57,6.57,6.57,6.57,7.7887,3096.6,1.6309
2011-03-02,6.5723,6.5723,6.5723,6.5723,6.5723,7.7897,3096.6,1.6311
2011-03-03,6.5717,6.5717,6.5717,6.5717,6.5717,7.7891,3096.6,1.6266
2011-03-04,6.567,6.567,6.567,6.567,6.567,7.7879,3096.6,1.625
2011-03-05,6.554,6.554,6.554,6.554,6.554,7.7858,3096.6,1.6204
2011-03-06,6.554,6.554,6.554,6.554,6.554,7.7858,3096.6,1.6204
2011-03-07,6.554,6.554,6.554,6.554,6.554,7.7858,3096.6,1.6204
2011-03-08,6.5684,6.5684,6.5684,6.5684,6.5684,7.7875,3096.6,1.6164
2011-03-09,6.558,6.558,6.558,6.558,6.558,7.7867,3096.6,1.6202
2011-03-10,6.5731,6.5731,6.5731,6.5731,6.5731,7.789,3096.6,1.6063
2011-03-11,6.5742,6.5742,6.5742,6.5742,6.5742,7.7877,3096.6,1.6033
2011-03-12,6.5696,6.5696,6.5696,6.5696,6.5696,7.791,3096.6,1.6181
2011-03-13,6.5696,6.5696,6.5696,6.5696,6.5696,7.791,3096.6,1.6181
2011-03-14,6.5696,6.5696,6.5696,6.5696,6.5696,7.791,3096.6,1.6181
2011-03-15,6.573,6.573,6.573,6.573,6.573,7.7959,3096.6,1.6064
2011-03-16,6.5713,6.5713,6.5713,6.5713,6.5713,7.7962,3096.6,1.6028
2011-03-17,6.5743,6.5743,6.5743,6.5743,6.5743,7.8012,3096.6,1.6143
2011-03-18,6.5689,6.5689,6.5689,6.5689,6.5689,7.7999,3096.6,1.6187
2011-03-19,6.5635,6.5635,6.5635,6.5635,6.5635,7.7983,3096.6,1.6276
2011-03-20,6.5635,6.5635,6.5635,6.5635,6.5635,7.7983,3096.6,1.6276
2011-03-21,6.5635,6.5635,6.5635,6.5635,6.5635,7.7983,3096.6,1.6276
2011-03-22,6.551,6.551,6.551,6.551,6.551,7.7925,3096.6,1.6387
2011-03-23,6.5591,6.5591,6.5591,6.5591,6.5591,7.7925,3096.6,1.6246
2011-03-24,6.558,6.558,6.558,6.558,6.558,7.7937,3096.6,1.6159
2011-03-25,6.5568,6.5568,6.5568,6.5568,6.5568,7.7931,3096.6,1.6086
2011-03-26,6.5643,6.5643,6.5643,6.5643,6.5643,7.7996,3096.6,1.6024
2011-03-27,6.5643,6.5643,6.5643,6.5643,6.5643,7.7996,3096.6,1.6024
2011-03-28,6.5643,6.5643,6.5643,6.5643,6.5643,7.7996,3096.6,1.6024
2011-03-29,6.56,6.56,6.56,6.56,6.56,7.7935,3096.6,1.5983
2011-03-30,6.5558,6.5558,6.5558,6.5558,6.5558,7.7843,3096.6,1.6038
2011-03-31,6.5483,6.5483,6.5483,6.5483,6.5483,7.775,3096.6,1.6048
2011-04-01,6.5477,6.5477,6.5477,6.5477,6.5477,7.7784,3096.6,1.6132
2011-04-02,6.5385,6.5385,6.5385,6.5385,6.5385,7.7712,3096.6,1.6129
2011-04-03,6.5385,6.5385,6.5385,6.5385,6.5385,7.7712,3096.6,1.6129
2011-04-04,6.5385,6.5385,6.5385,6.5385,6.5385,7.7712,3096.6,1.6129
2011-04-05,6.539,6.539,6.539,6.539,6.539,7.7715,3096.6,1.6282
2011-04-06,6.544,6.544,6.544,6.544,6.544,7.7729,3096.6,1.6314
2011-04-07,6.542,6.542,6.542,6.542,6.542,7.77,3096.6,1.6304
2011-04-08,6.535,6.535,6.535,6.535,6.535,7.7671,3096.6,1.6341
2011-04-09,6.5381,6.5381,6.5381,6.5381,6.5381,7.7682,3096.6,1.6386
2011-04-10,6.5381,6.5381,6.5381,6.5381,6.5381,7.7682,3096.6,1.6386
2011-04-11,6.5381,6.5381,6.5381,6.5381,6.5381,7.7682,3096.6,1.6386
2011-04-12,6.5402,6.5402,6.5402,6.5402,6.5402,7.7729,3096.6,1.6263
2011-04-13,6.5333,6.5333,6.5333,6.5333,6.5333,7.7753,3096.6,1.6285
2011-04-14,6.531,6.531,6.531,6.531,6.531,7.7734,3096.6,1.635
2011-04-15,6.5317,6.5317,6.5317,6.5317,6.5317,7.7733,3096.6,1.6325
2011-04-16,6.5286,6.5286,6.5286,6.5286,6.5286,7.7763,3096.6,1.6229
2011-04-17,6.5286,6.5286,6.5286,6.5286,6.5286,7.7763,3096.6,1.6229
2011-04-18,6.5286,6.5286,6.5286,6.5286,6.5286,7.7763,3096.6,1.6229
2011-04-19,6.5303,6.5303,6.5303,6.5303,6.5303,7.7774,3096.6,1.6315
2011-04-20,6.5254,6.5254,6.5254,6.5254,6.5254,7.7705,3096.6,1.6405
2011-04-21,6.492,6.492,6.492,6.492,6.492,7.7669,3096.6,1.6572
2011-04-22,6.5067,6.5067,6.5067,6.5067,6.5067,7.7707,3096.6,1.6517
2011-04-23,6.5277,6.5277,6.5277,6.5277,6.5277,7.7717,3096.6,1.6497
2011-04-24,6.5277,6.5277,6.5277,6.5277,6.5277,7.7717,3096.6,1.6497
2011-04-25,6.5277,6.5277,6.5277,6.5277,6.5277,7.7717,3096.6,1.6497
2011-04-26,6.527,6.527,6.527,6.527,6.527,7.7707,3096.6,1.6465
2011-04-27,6.5112,6.5112,6.5112,6.5112,6.5112,7.769,3096.6,1.653
2011-04-28,6.501,6.501,6.501,6.501,6.501,7.7693,3096.6,1.6636
2011-04-29,6.49,6.49,6.49,6.49,6.49,7.7673,3096.6,1.6691
2011-04-30,6.492,6.492,6.492,6.492,6.492,7.7652,3096.6,1.669
2011-05-01,6.492,6.492,6.492,6.492,6.492,7.7652,3096.6,1.669
2011-05-02,6.492,6.492,6.492,6.492,6.492,7.7652,3096.6,1.669
2011-05-03,6.4955,6.4955,6.4955,6.4955,6.4955,7.7671,3096.6,1.6536
2011-05-04,6.4925,6.4925,6.4925,6.4925,6.4925,7.77,3096.6,1.6524
2011-05-05,6.4931,6.4931,6.4931,6.4931,6.4931,7.7717,3096.6,1.6427
2011-05-06,6.4925,6.4925,6.4925,6.4925,6.4925,7.7697,3096.6,1.6417
2011-05-07,6.4937,6.4937,6.4937,6.4937,6.4937,7.7717,3096.6,1.6338
2011-05-08,6.4937,6.4937,6.4937,6.4937,6.4937,7.7717,3096.6,1.6338
2011-05-09,6.4937,6.4937,6.4937,6.4937,6.4937,7.7717,3096.6,1.6338
2011-05-10,6.4915,6.4915,6.4915,6.4915,6.4915,7.7725,3096.6,1.6331
2011-05-11,6.4915,6.4915,6.4915,6.4915,6.4915,7.7699,3096.6,1.6412
2011-05-12,6.4986,6.4986,6.4986,6.4986,6.4986,7.7719,3096.6,1.629
2011-05-13,6.4977,6.4977,6.4977,6.4977,6.4977,7.7724,3096.6,1.6179
2011-05-14,6.5073,6.5073,6.5073,6.5073,6.5073,7.7771,3096.6,1.624
2011-05-15,6.5073,6.5073,6.5073,6.5073,6.5073,7.7771,3096.6,1.624
2011-05-16,6.5073,6.5073,6.5073,6.5073,6.5073,7.7771,3096.6,1.624
2011-05-17,6.5057,6.5057,6.5057,6.5057,6.5057,7.7744,3096.6,1.6206
2011-05-18,6.5029,6.5029,6.5029,6.5029,6.5029,7.7745,3096.6,1.6148
2011-05-19,6.5042,6.5042,6.5042,6.5042,6.5042,7.7743,3096.6,1.6179
