Date,BTC,CAD,TWD,EUR,CNY,HKD,SP500,GBP
2012-10-25,6.2416,6.2416,6.2416,6.2416,6.2416,7.7503,3096.6,1.6119
2012-10-26,6.248,6.248,6.248,6.248,6.248,7.7501,3096.6,1.6098
2012-10-27,6.2384,6.2384,6.2384,6.2384,6.2384,7.7498,3096.6,1.6025
2012-10-28,6.2384,6.2384,6.2384,6.2384,6.2384,7.7498,3096.6,1.6025
2012-10-29,6.2384,6.2384,6.2384,6.2384,6.2384,7.7498,3096.6,1.6025
2012-10-30,6.2396,6.2396,6.2396,6.2396,6.2396,7.7501,3096.6,1.6083
2012-10-31,6.2372,6.2372,6.2372,6.2372,6.2372,7.7494,3096.6,1.6111
2012-11-01,6.2393,6.2393,6.2393,6.2393,6.2393,7.75,3096.6,1.6142
2012-11-02,6.2411,6.2411,6.2411,6.2411,6.2411,7.7493,3096.6,1.6036
2012-11-03,6.2452,6.2452,6.2452,6.2452,6.2452,7.7502,3096.6,1.5977
2012-11-04,6.2452,6.2452,6.2452,6.2452,6.2452,7.7502,3096.6,1.5977
2012-11-05,6.2452,6.2452,6.2452,6.2452,6.2452,7.7502,3096.6,1.5977
2012-11-06,6.2454,6.2454,6.2454,6.2454,6.2454,7.7503,3096.6,1.5985
2012-11-07,6.2435,6.2435,6.2435,6.2435,6.2435,7.7505,3096.6,1.5975
2012-11-08,6.2427,6.2427,6.2427,6.2427,6.2427,7.751,3096.6,1.5979
2012-11-09,6.245,6.245,6.245,6.245,6.245,7.7513,3096.6,1.5912
2012-11-10,6.245,6.245,6.245,6.245,6.245,7.7513,3096.6,1.5912
2012-11-11,6.245,6.245,6.245,6.245,6.245,7.7513,3096.6,1.5912
2012-11-12,6.245,6.245,6.245,6.245,6.245,7.7513,3096.6,1.5912
2012-11-13,6.226,6.226,6.226,6.226,6.226,7.7503,3096.6,1.5885
2012-11-14,6.225,6.225,6.225,6.225,6.225,7.7505,3096.6,1.5849
2012-11-15,6.2329,6.2329,6.2329,6.2329,6.2329,7.7518,3096.6,1.5865
2012-11-16,6.2354,6.2354,6.2354,6.2354,6.2354,7.7517,3096.6,1.5866
2012-11-17,6.2343,6.2343,6.2343,6.2343,6.2343,7.7517,3096.6,1.5908
2012-11-18,6.2343,6.2343,6.2343,6.2343,6.2343,7.7517,3096.6,1.5908
2012-11-19,6.2343,6.2343,6.2343,6.2343,6.2343,7.7517,3096.6,1.5908
2012-11-20,6.2324,6.2324,6.2324,6.2324,6.2324,7.7501,3096.6,1.5927
2012-11-21,6.23,6.23,6.23,6.23,6.23,7.7504,3096.6,1.5936
2012-11-22,6.23,6.23,6.23,6.23,6.23,7.7504,3096.6,1.5936
2012-11-23,6.2275,6.2275,6.2275,6.2275,6.2275,7.7501,3096.6,1.6032
2012-11-24,6.2253,6.2253,6.2253,6.2253,6.2253,7.7501,3096.6,1.6014
2012-11-25,6.2253,6.2253,6.2253,6.2253,6.2253,7.7501,3096.6,1.6014
2012-11-26,6.2253,6.2253,6.2253,6.2253,6.2253,7.7501,3096.6,1.6014
2012-11-27,6.2221,6.2221,6.2221,6.2221,6.2221,7.7501,3096.6,1.6028
2012-11-28,6.2273,6.2273,6.2273,6.2273,6.2273,7.75,3096.6,1.5997
2012-11-29,6.2281,6.2281,6.2281,6.2281,6.2281,7.75,3096.6,1.6026
2012-11-30,6.2265,6.2265,6.2265,6.2265,6.2265,7.7501,3096.6,1.6027
2012-12-01,6.2277,6.2277,6.2277,6.2277,6.2277,7.75,3096.6,1.6104
2012-12-02,6.2277,6.2277,6.2277,6.2277,6.2277,7.75,3096.6,1.6104
2012-12-03,6.2277,6.2277,6.2277,6.2277,6.2277,7.75,3096.6,1.6104
2012-12-04,6.2254,6.2254,6.2254,6.2254,6.2254,7.75,3096.6,1.6097
2012-12-05,6.2251,6.2251,6.2251,6.2251,6.2251,7.75,3096.6,1.6102
2012-12-06,6.2282,6.2282,6.2282,6.2282,6.2282,7.7493,3096.6,1.6066
2012-12-07,6.2299,6.2299,6.2299,6.2299,6.2299,7.7494,3096.6,1.6031
2012-12-08,6.2296,6.2296,6.2296,6.2296,6.2296,7.7498,3096.6,1.6068
2012-12-09,6.2296,6.2296,6.2296,6.2296,6.2296,7.7498,3096.6,1.6068
2012-12-10,6.2296,6.2296,6.2296,6.2296,6.2296,7.7498,3096.6,1.6068
2012-12-11,6.246,6.246,6.246,6.246,6.246,7.7496,3096.6,1.6103
2012-12-12,6.2502,6.2502,6.2502,6.2502,6.2502,7.7495,3096.6,1.6132
2012-12-13,6.2316,6.2316,6.2316,6.2316,6.2316,7.75,3096.6,1.613
2012-12-14,6.241,6.241,6.241,6.241,6.241,7.7496,3096.6,1.6139
2012-12-15,6.236,6.236,6.236,6.236,6.236,7.7501,3096.6,1.6203
2012-12-16,6.236,6.236,6.236,6.236,6.236,7.7501,3096.6,1.6203
2012-12-17,6.236,6.236,6.236,6.236,6.236,7.7501,3096.6,1.6203
2012-12-18,6.2322,6.2322,6.2322,6.2322,6.2322,7.7501,3096.6,1.6256
2012-12-19,6.2293,6.2293,6.2293,6.2293,6.2293,7.7497,3096.6,1.6275
2012-12-20,6.2297,6.2297,6.2297,6.2297,6.2297,7.7501,3096.6,1.6268
2012-12-21,6.2284,6.2284,6.2284,6.2284,6.2284,7.7502,3096.6,1.6167
2012-12-22,6.2335,6.2335,6.2335,6.2335,6.2335,7.7506,3096.6,1.6113
2012-12-23,6.2335,6.2335,6.2335,6.2335,6.2335,7.7506,3096.6,1.6113
2012-12-24,6.2335,6.2335,6.2335,6.2335,6.2335,7.7506,3096.6,1.6113
2012-12-25,6.2335,6.2335,6.2335,6.2335,6.2335,7.7506,3096.6,1.6113
2012-12-26,6.2351,6.2351,6.2351,6.2351,6.2351,7.7503,3096.6,1.6118
2012-12-27,6.2358,6.2358,6.2358,6.2358,6.2358,7.7515,3096.6,1.6106
2012-12-28,6.2315,6.2315,6.2315,6.2315,6.2315,7.7518,3096.6,1.6157
2012-12-29,6.2301,6.2301,6.2301,6.2301,6.2301,7.7507,3096.6,1.6262
2012-12-30,6.2301,6.2301,6.2301,6.2301,6.2301,7.7507,3096.6,1.6262
2012-12-31,6.2301,6.2301,6.2301,6.2301,6.2301,7.7507,3096.6,1.6262
2013-01-01,6.2301,6.2301,6.2301,6.2301,6.2301,7.7507,3096.6,1.6262
2013-01-02,6.2301,6.2301,6.2301,6.2301,6.2301,7.7507,3096.6,1.6255
2013-01-03,6.2301,6.2301,6.2301,6.2301,6.2301,7.7503,3096.6,1.6151
2013-01-04,6.2303,6.2303,6.2303,6.2303,6.2303,7.7503,3096.6,1.6036
2013-01-05,6.2294,6.2294,6.2294,6.2294,6.2294,7.7507,3096.6,1.608
2013-01-06,6.2294,6.2294,6.2294,6.2294,6.2294,7.7507,3096.6,1.608
2013-01-07,6.2294,6.2294,6.2294,6.2294,6.2294,7.7507,3096.6,1.608
2013-01-08,6.2235,6.2235,6.2235,6.2235,6.2235,7.7508,3096.6,1.604
2013-01-09,6.226,6.226,6.226,6.226,6.226,7.7512,3096.6,1.6024
2013-01-10,6.223,6.223,6.223,6.223,6.223,7.7514,3096.6,1.6125
2013-01-11,6.2156,6.2156,6.2156,6.2156,6.2156,7.7518,3096.6,1.6128
2013-01-12,6.219,6.219,6.219,6.219,6.219,7.7523,3096.6,1.6077
2013-01-13,6.219,6.219,6.219,6.219,6.219,7.7523,3096.6,1.6077
2013-01-14,6.219,6.219,6.219,6.219,6.219,7.7523,3096.6,1.6077
2013-01-15,6.2134,6.2134,6.2134,6.2134,6.2134,7.7518,3096.6,1.6089
2013-01-16,6.216,6.216,6.216,6.216,6.216,7.7526,3096.6,1.6009
2013-01-17,6.2158,6.2158,6.2158,6.2158,6.2158,7.7524,3096.6,1.5991
2013-01-18,6.2152,6.2152,6.2152,6.2152,6.2152,7.7526,3096.6,1.5876
2013-01-19,6.2152,6.2152,6.2152,6.2152,6.2152,7.7526,3096.6,1.5876
2013-01-20,6.2152,6.2152,6.2152,6.2152,6.2152,7.7526,3096.6,1.5876
2013-01-21,6.2152,6.2152,6.2152,6.2152,6.2152,7.7526,3096.6,1.5876
2013-01-22,6.2196,6.2196,6.2196,6.2196,6.2196,7.7532,3096.6,1.5862
2013-01-23,6.2178,6.2178,6.2178,6.2178,6.2178,7.753,3096.6,1.5848
2013-01-24,6.2179,6.2179,6.2179,6.2179,6.2179,7.753,3096.6,1.5789
2013-01-25,6.2203,6.2203,6.2203,6.2203,6.2203,7.7535,3096.6,1.5799
2013-01-26,6.224,6.224,6.224,6.224,6.224,7.7581,3096.6,1.5686
2013-01-27,6.224,6.224,6.224,6.224,6.224,7.7581,3096.6,1.5686
2013-01-28,6.224,6.224,6.224,6.224,6.224,7.7581,3096.6,1.5686
2013-01-29,6.2259,6.2259,6.2259,6.2259,6.2259,7.7585,3096.6,1.5751
2013-01-30,6.2204,6.2204,6.2204,6.2204,6.2204,7.7585,3096.6,1.5793
2013-01-31,6.2186,6.2186,6.2186,6.2186,6.2186,7.756,3096.6,1.5856
2013-02-01,6.2265,6.2265,6.2265,6.2265,6.2265,7.7562,3096.6,1.5744
2013-02-02,6.2326,6.2326,6.2326,6.2326,6.2326,7.7531,3096.6,1.5737
2013-02-03,6.2326,6.2326,6.2326,6.2326,6.2326,7.7531,3096.6,1.5737
2013-02-04,6.2326,6.2326,6.2326,6.2326,6.2326,7.7531,3096.6,1.5737
2013-02-05,6.2292,6.2292,6.2292,6.2292,6.2292,7.7546,3096.6,1.5652
2013-02-06,6.2315,6.2315,6.2315,6.2315,6.2315,7.7543,3096.6,1.5655
2013-02-07,6.2323,6.2323,6.2323,6.2323,6.2323,7.7553,3096.6,1.5712
2013-02-08,6.2323,6.2323,6.2323,6.2323,6.2323,7.755,3096.6,1.5814
2013-02-09,6.2323,6.2323,6.2323,6.2323,6.2323,7.7552,3096.6,1.5668
2013-02-10,6.2323,6.2323,6.2323,6.2323,6.2323,7.7552,3096.6,1.5668
2013-02-11,6.2323,6.2323,6.2323,6.2323,6.2323,7.7552,3096.6,1.5668
2013-02-12,6.2323,6.2323,6.2323,6.2323,6.2323,7.7548,3096.6,1.5654
2013-02-13,6.2323,6.2323,6.2323,6.2323,6.2323,7.7557,3096.6,1.5544
2013-02-14,6.2323,6.2323,6.2323,6.2323,6.2323,7.7542,3096.6,1.5502
2013-02-15,6.2323,6.2323,6.2323,6.2323,6.2323,7.7542,3096.6,1.5518
2013-02-16,6.2323,6.2323,6.2323,6.2323,6.2323,7.7542,3096.6,1.5518
2013-02-17,6.2323,6.2323,6.2323,6.2323,6.2323,7.7542,3096.6,1.5518
2013-02-18,6.2323,6.2323,6.2323,6.2323,6.2323,7.7542,3096.6,1.5518
2013-02-19,6.2438,6.2438,6.2438,6.2438,6.2438,7.7542,3096.6,1.5432
2013-02-20,6.2371,6.2371,6.2371,6.2371,6.2371,7.7546,3096.6,1.5301
2013-02-21,6.2403,6.2403,6.2403,6.2403,6.2403,7.7556,3096.6,1.5263
2013-02-22,6.2346,6.2346,6.2346,6.2346,6.2346,7.756,3096.6,1.5256
2013-02-23,6.2337,6.2337,6.2337,6.2337,6.2337,7.7562,3096.6,1.5112
2013-02-24,6.2337,6.2337,6.2337,6.2337,6.2337,7.7562,3096.6,1.5112
2013-02-25,6.2337,6.2337,6.2337,6.2337,6.2337,7.7562,3096.6,1.5112
2013-02-26,6.2293,6.2293,6.2293,6.2293,6.2293,7.758,3096.6,1.5125
2013-02-27,6.2271,6.2271,6.2271,6.2271,6.2271,7.7572,3096.6,1.5134
2013-02-28,6.2213,6.2213,6.2213,6.2213,6.2213,7.7546,3096.6,1.5192
2013-03-01,6.2226,6.2226,6.2226,6.2226,6.2226,7.7551,3096.6,1.5033
2013-03-02,6.2246,6.2246,6.2246,6.2246,6.2246,7.7552,3096.6,1.5084
2013-03-03,6.2246,6.2246,6.2246,6.2246,6.2246,7.7552,3096.6,1.5084
2013-03-04,6.2246,6.2246,6.2246,6.2246,6.2246,7.7552,3096.6,1.5084
2013-03-05,6.2208,6.2208,6.2208,6.2208,6.2208,7.7555,3096.6,1.5098
2013-03-06,6.2173,6.2173,6.2173,6.2173,6.2173,7.7557,3096.6,1.5036
2013-03-07,6.22,6.22,6.22,6.22,6.22,7.7561,3096.6,1.5032
2013-03-08,6.2145,6.2145,6.2145,6.2145,6.2145,7.7565,3096.6,1.4926
2013-03-09,6.2179,6.2179,6.2179,6.2179,6.2179,7.757,3096.6,1.4898
2013-03-10,6.2179,6.2179,6.2179,6.2179,6.2179,7.757,3096.6,1.4898
2013-03-11,6.2179,6.2179,6.2179,6.2179,6.2179,7.757,3096.6,1.4898
2013-03-12,6.216,6.216,6.216,6.216,6.216,7.7567,3096.6,1.4877
2013-03-13,6.2137,6.2137,6.2137,6.2137,6.2137,7.7582,3096.6,1.4925
2013-03-14,6.2145,6.2145,6.2145,6.2145,6.2145,7.7582,3096.6,1.5039
2013-03-15,6.2133,6.2133,6.2133,6.2133,6.2133,7.759,3096.6,1.5124
2013-03-16,6.2156,6.2156,6.2156,6.2156,6.2156,7.7615,3096.6,1.5113
2013-03-17,6.2156,6.2156,6.2156,6.2156,6.2156,7.7615,3096.6,1.5113
2013-03-18,6.2156,6.2156,6.2156,6.2156,6.2156,7.7615,3096.6,1.5113
2013-03-19,6.2154,6.2154,6.2154,6.2154,6.2154,7.7606,3096.6,1.5118
2013-03-20,6.2117,6.2117,6.2117,6.2117,6.2117,7.7621,3096.6,1.5133
2013-03-21,6.2141,6.2141,6.2141,6.2141,6.2141,7.7622,3096.6,1.518
2013-03-22,6.212,6.212,6.212,6.212,6.212,7.7627,3096.6,1.5239
2013-03-23,6.2105,6.2105,6.2105,6.2105,6.2105,7.7615,3096.6,1.5184
2013-03-24,6.2105,6.2105,6.2105,6.2105,6.2105,7.7615,3096.6,1.5184
2013-03-25,6.2105,6.2105,6.2105,6.2105,6.2105,7.7615,3096.6,1.5184
2013-03-26,6.2108,6.2108,6.2108,6.2108,6.2108,7.7592,3096.6,1.5156
2013-03-27,6.2138,6.2138,6.2138,6.2138,6.2138,7.764,3096.6,1.5112
2013-03-28,6.2143,6.2143,6.2143,6.2143,6.2143,7.7625,3096.6,1.5184
2013-03-29,6.2108,6.2108,6.2108,6.2108,6.2108,7.7629,3096.6,1.5193
2013-03-30,6.2078,6.2078,6.2078,6.2078,6.2078,7.7635,3096.6,1.5232
2013-03-31,6.2078,6.2078,6.2078,6.2078,6.2078,7.7635,3096.6,1.5232
2013-04-01,6.2078,6.2078,6.2078,6.2078,6.2078,7.7635,3096.6,1.5232
2013-04-02,6.1992,6.1992,6.1992,6.1992,6.1992,7.7625,3096.6,1.5113
2013-04-03,6.1962,6.1962,6.1962,6.1962,6.1962,7.7618,3096.6,1.514
2013-04-04,6.2005,6.2005,6.2005,6.2005,6.2005,7.7636,3096.6,1.5198
2013-04-05,6.2005,6.2005,6.2005,6.2005,6.2005,7.7652,3096.6,1.5336
2013-04-06,6.2031,6.2031,6.2031,6.2031,6.2031,7.7643,3096.6,1.5257
2013-04-07,6.2031,6.2031,6.2031,6.2031,6.2031,7.7643,3096.6,1.5257
2013-04-08,6.2031,6.2031,6.2031,6.2031,6.2031,7.7643,3096.6,1.5257
2013-04-09,6.2022,6.2022,6.2022,6.2022,6.2022,7.7641,3096.6,1.5317
2013-04-10,6.1938,6.1938,6.1938,6.1938,6.1938,7.7624,3096.6,1.5315
2013-04-11,6.1961,6.1961,6.1961,6.1961,6.1961,7.7615,3096.6,1.5403
2013-04-12,6.1914,6.1914,6.1914,6.1914,6.1914,7.7615,3096.6,1.5373
2013-04-13,6.1866,6.1866,6.1866,6.1866,6.1866,7.7622,3096.6,1.532
2013-04-14,6.1866,6.1866,6.1866,6.1866,6.1866,7.7622,3096.6,1.532
2013-04-15,6.1866,6.1866,6.1866,6.1866,6.1866,7.7622,3096.6,1.532
2013-04-16,6.1824,6.1824,6.1824,6.1824,6.1824,7.7625,3096.6,1.5316
2013-04-17,6.172,6.172,6.172,6.172,6.172,7.7628,3096.6,1.5255
2013-04-18,6.1811,6.1811,6.1811,6.1811,6.1811,7.7636,3096.6,1.5282
2013-04-19,6.1772,6.1772,6.1772,6.1772,6.1772,7.7637,3096.6,1.5254
2013-04-20,6.1823,6.1823,6.1823,6.1823,6.1823,7.7638,3096.6,1.5262
2013-04-21,6.1823,6.1823,6.1823,6.1823,6.1823,7.7638,3096.6,1.5262
2013-04-22,6.1823,6.1823,6.1823,6.1823,6.1823,7.7638,3096.6,1.5262
2013-04-23,6.179,6.179,6.179,6.179,6.179,7.7644,3096.6,1.5267
2013-04-24,6.1782,6.1782,6.1782,6.1782,6.1782,7.7644,3096.6,1.5258
2013-04-25,6.1707,6.1707,6.1707,6.1707,6.1707,7.7645,3096.6,1.5434
2013-04-26,6.1647,6.1647,6.1647,6.1647,6.1647,7.7635,3096.6,1.5479
2013-04-27,6.1647,6.1647,6.1647,6.1647,6.1647,7.761,3096.6,1.5497
2013-04-28,6.1647,6.1647,6.1647,6.1647,6.1647,7.761,3096.6,1.5497
2013-04-29,6.1647,6.1647,6.1647,6.1647,6.1647,7.761,3096.6,1.5497
2013-04-30,6.1647,6.1647,6.1647,6.1647,6.1647,7.7606,3096.6,1.5539
2013-05-01,6.1647,6.1647,6.1647,6.1647,6.1647,7.7603,3096.6,1.5578
2013-05-02,6.156,6.156,6.156,6.156,6.156,7.7587,3096.6,1.5519
2013-05-03,6.1555,6.1555,6.1555,6.1555,6.1555,7.7591,3096.6,1.5563
2013-05-04,6.1665,6.1665,6.1665,6.1665,6.1665,7.7594,3096.6,1.5538
2013-05-05,6.1665,6.1665,6.1665,6.1665,6.1665,7.7594,3096.6,1.5538
2013-05-06,6.1665,6.1665,6.1665,6.1665,6.1665,7.7594,3096.6,1.5538
2013-05-07,6.1539,6.1539,6.1539,6.1539,6.1539,7.7606,3096.6,1.5468
2013-05-08,6.141,6.141,6.141,6.141,6.141,7.7595,3096.6,1.5563
2013-05-09,6.1306,6.1306,6.1306,6.1306,6.1306,7.759,3096.6,1.5502
2013-05-10,6.1415,6.1415,6.1415,6.1415,6.1415,7.7606,3096.6,1.5334
2013-05-11,6.1465,6.1465,6.1465,6.1465,6.1465,7.7616,3096.6,1.5291
2013-05-12,6.1465,6.1465,6.1465,6.1465,6.1465,7.7616,3096.6,1.5291
2013-05-13,6.1465,6.1465,6.1465,6.1465,6.1465,7.7616,3096.6,1.5291
2013-05-14,6.1426,6.1426,6.1426,6.1426,6.1426,7.7613,3096.6,1.5258
2013-05-15,6.1454,6.1454,6.1454,6.1454,6.1454,7.7617,3096.6,1.5198
2013-05-16,6.1487,6.1487,6.1487,6.1487,6.1487,7.7638,3096.6,1.5302
2013-05-17,6.141,6.141,6.141,6.141,6.141,7.7627,3096.6,1.5173
2013-05-18,6.1386,6.1386,6.1386,6.1386,6.1386,7.7617,3096.6,1.5223
2013-05-19,6.1386,6.1386,6.1386,6.1386,6.1386,7.7617,3096.6,1.5223
2013-05-20,6.1386,6.1386,6.1386,6.1386,6.1386,7.7617,3096.6,1.5223
2013-05-21,6.1353,6.1353,6.1353,6.1353,6.1353,7.7607,3096.6,1.517
2013-05-22,6.1309,6.1309,6.1309,6.1309,6.1309,7.7613,3096.6,1.5038
2013-05-23,6.1337,6.1337,6.1337,6.1337,6.1337,7.7625,3096.6,1.512
2013-05-24,6.1311,6.1311,6.1311,6.1311,6.1311,7.7635,3096.6,1.5126
2013-05-25,6.1311,6.1311,6.1311,6.1311,6.1311,7.7635,3096.6,1.5126
2013-05-26,6.1311,6.1311,6.1311,6.1311,6.1311,7.7635,3096.6,1.5126
2013-05-27,6.1311,6.1311,6.1311,6.1311,6.1311,7.7635,3096.6,1.5126
2013-05-28,6.1213,6.1213,6.1213,6.1213,6.1213,7.7636,3096.6,1.5061
2013-05-29,6.1264,6.1264,6.1264,6.1264,6.1264,7.7637,3096.6,1.5121
2013-05-30,6.1307,6.1307,6.1307,6.1307,6.1307,7.7639,3096.6,1.5207
2013-05-31,6.134,6.134,6.134,6.134,6.134,7.7625,3096.6,1.5185
2013-06-01,6.1312,6.1312,6.1312,6.1312,6.1312,7.7626,3096.6,1.5349
2013-06-02,6.1312,6.1312,6.1312,6.1312,6.1312,7.7626,3096.6,1.5349
2013-06-03,6.1312,6.1312,6.1312,6.1312,6.1312,7.7626,3096.6,1.5349
2013-06-04,6.1285,6.1285,6.1285,6.1285,6.1285,7.7612,3096.6,1.5304
2013-06-05,6.1276,6.1276,6.1276,6.1276,6.1276,7.761,3096.6,1.5392
2013-06-06,6.1359,6.1359,6.1359,6.1359,6.1359,7.7617,3096.6,1.5601
2013-06-07,6.1333,6.1333,6.1333,6.1333,6.1333,7.7629,3096.6,1.5558
2013-06-08,6.1333,6.1333,6.1333,6.1333,6.1333,7.764,3096.6,1.5556
2013-06-09,6.1333,6.1333,6.1333,6.1333,6.1333,7.764,3096.6,1.5556
2013-06-10,6.1333,6.1333,6.1333,6.1333,6.1333,7.764,3096.6,1.5556
2013-06-11,6.1333,6.1333,6.1333,6.1333,6.1333,7.7646,3096.6,1.5587
2013-06-12,6.1333,6.1333,6.1333,6.1333,6.1333,7.7654,3096.6,1.5697
2013-06-13,6.1341,6.1341,6.1341,6.1341,6.1341,7.7638,3096.6,1.5698
2013-06-14,6.1306,6.1306,6.1306,6.1306,6.1306,7.7612,3096.6,1.5686
2013-06-15,6.1248,6.1248,6.1248,6.1248,6.1248,7.7598,3096.6,1.5709
2013-06-16,6.1248,6.1248,6.1248,6.1248,6.1248,7.7598,3096.6,1.5709
2013-06-17,6.1248,6.1248,6.1248,6.1248,6.1248,7.7598,3096.6,1.5709
2013-06-18,6.1283,6.1283,6.1283,6.1283,6.1283,7.7583,3096.6,1.5625
2013-06-19,6.1264,6.1264,6.1264,6.1264,6.1264,7.7564,3096.6,1.5657
2013-06-20,6.1277,6.1277,6.1277,6.1277,6.1277,7.7534,3096.6,1.5469
2013-06-21,6.1328,6.1328,6.1328,6.1328,6.1328,7.7583,3096.6,1.5373
2013-06-22,6.1441,6.1441,6.1441,6.1441,6.1441,7.7581,3096.6,1.5404
2013-06-23,6.1441,6.1441,6.1441,6.1441,6.1441,7.7581,3096.6,1.5404
2013-06-24,6.1441,6.1441,6.1441,6.1441,6.1441,7.7581,3096.6,1.5404
2013-06-25,6.1448,6.1448,6.1448,6.1448,6.1448,7.758,3096.6,1.5418
2013-06-26,6.1468,6.1468,6.1468,6.1468,6.1468,7.7584,3096.6,1.5332
2013-06-27,6.1488,6.1488,6.1488,6.1488,6.1488,7.7579,3096.6,1.5235
2013-06-28,6.1374,6.1374,6.1374,6.1374,6.1374,7.756,3096.6,1.521
2013-06-29,6.1325,6.1325,6.1325,6.1325,6.1325,7.7554,3096.6,1.5247
2013-06-30,6.1325,6.1325,6.1325,6.1325,6.1325,7.7554,3096.6,1.5247
2013-07-01,6.1325,6.1325,6.1325,6.1325,6.1325,7.7554,3096.6,1.5247
2013-07-02,6.1327,6.1327,6.1327,6.1327,6.1327,7.7535,3096.6,1.5171
2013-07-03,6.1301,6.1301,6.1301,6.1301,6.1301,7.7545,3096.6,1.5264
2013-07-04,6.1301,6.1301,6.1301,6.1301,6.1301,7.7545,3096.6,1.5264
2013-07-05,6.1324,6.1324,6.1324,6.1324,6.1324,7.7547,3096.6,1.491
2013-07-06,6.1337,6.1337,6.1337,6.1337,6.1337,7.7562,3096.6,1.4932
2013-07-07,6.1337,6.1337,6.1337,6.1337,6.1337,7.7562,3096.6,1.4932
2013-07-08,6.1337,6.1337,6.1337,6.1337,6.1337,7.7562,3096.6,1.4932
2013-07-09,6.1293,6.1293,6.1293,6.1293,6.1293,7.7562,3096.6,1.4837
2013-07-10,6.1336,6.1336,6.1336,6.1336,6.1336,7.7569,3096.6,1.4935
2013-07-11,6.135,6.135,6.135,6.135,6.135,7.7572,3096.6,1.5127
2013-07-12,6.1373,6.1373,6.1373,6.1373,6.1373,7.7581,3096.6,1.5108
2013-07-13,6.1373,6.1373,6.1373,6.1373,6.1373,7.7587,3096.6,1.5088
2013-07-14,6.1373,6.1373,6.1373,6.1373,6.1373,7.7587,3096.6,1.5088
2013-07-15,6.1373,6.1373,6.1373,6.1373,6.1373,7.7587,3096.6,1.5088
2013-07-16,6.1345,6.1345,6.1345,6.1345,6.1345,7.7572,3096.6,1.5122
2013-07-17,6.1351,6.1351,6.1351,6.1351,6.1351,7.7576,3096.6,1.5184
2013-07-18,6.1408,6.1408,6.1408,6.1408,6.1408,7.7575,3096.6,1.5193
2013-07-19,6.1377,6.1377,6.1377,6.1377,6.1377,7.7577,3096.6,1.526
2013-07-20,6.1404,6.1404,6.1404,6.1404,6.1404,7.7579,3096.6,1.5366
2013-07-21,6.1404,6.1404,6.1404,6.1404,6.1404,7.7579,3096.6,1.5366
2013-07-22,6.1404,6.1404,6.1404,6.1404,6.1404,7.7579,3096.6,1.5366
2013-07-23,6.1369,6.1369,6.1369,6.1369,6.1369,7.7576,3096.6,1.5354
2013-07-24,6.1358,6.1358,6.1358,6.1358,6.1358,7.7575,3096.6,1.5367
2013-07-25,6.1346,6.1346,6.1346,6.1346,6.1346,7.7577,3096.6,1.5333
2013-07-26,6.1316,6.1316,6.1316,6.1316,6.1316,7.7571,3096.6,1.5368
2013-07-27,6.1323,6.1323,6.1323,6.1323,6.1323,7.7574,3096.6,1.5355
2013-07-28,6.1323,6.1323,6.1323,6.1323,6.1323,7.7574,3096.6,1.5355
2013-07-29,6.1323,6.1323,6.1323,6.1323,6.1323,7.7574,3096.6,1.5355
2013-07-30,6.1315,6.1315,6.1315,6.1315,6.1315,7.7549,3096.6,1.5244
2013-07-31,6.1284,6.1284,6.1284,6.1284,6.1284,7.7558,3096.6,1.5177
2013-08-01,6.1302,6.1302,6.1302,6.1302,6.1302,7.7559,3096.6,1.5145
2013-08-02,6.1293,6.1293,6.1293,6.1293,6.1293,7.7557,3096.6,1.5277
2013-08-03,6.1245,6.1245,6.1245,6.1245,6.1245,7.7564,3096.6,1.5347
2013-08-04,6.1245,6.1245,6.1245,6.1245,6.1245,7.7564,3096.6,1.5347
2013-08-05,6.1245,6.1245,6.1245,6.1245,6.1245,7.7564,3096.6,1.5347
2013-08-06,6.1215,6.1215,6.1215,6.1215,6.1215,7.7561,3096.6,1.5367
2013-08-07,6.119,6.119,6.119,6.119,6.119,7.7564,3096.6,1.5514
2013-08-08,6.1207,6.1207,6.1207,6.1207,6.1207,7.7562,3096.6,1.5555
2013-08-09,6.1217,6.1217,6.1217,6.1217,6.1217,7.7556,3096.6,1.5507
2013-08-10,6.1218,6.1218,6.1218,6.1218,6.1218,7.7556,3096.6,1.5475
2013-08-11,6.1218,6.1218,6.1218,6.1218,6.1218,7.7556,3096.6,1.5475
2013-08-12,6.1218,6.1218,6.1218,6.1218,6.1218,7.7556,3096.6,1.5475
2013-08-13,6.1217,6.1217,6.1217,6.1217,6.1217,7.755,3096.6,1.5451
2013-08-14,6.1191,6.1191,6.1191,6.1191,6.1191,7.7552,3096.6,1.5531
2013-08-15,6.1123,6.1123,6.1123,6.1123,6.1123,7.7548,3096.6,1.5573
2013-08-16,6.1145,6.1145,6.1145,6.1145,6.1145,7.7542,3096.6,1.5621
2013-08-17,6.1227,6.1227,6.1227,6.1227,6.1227,7.7546,3096.6,1.5665
2013-08-18,6.1227,6.1227,6.1227,6.1227,6.1227,7.7546,3096.6,1.5665
2013-08-19,6.1227,6.1227,6.1227,6.1227,6.1227,7.7546,3096.6,1.5665
2013-08-20,6.1241,6.1241,6.1241,6.1241,6.1241,7.7537,3096.6,1.5678
2013-08-21,6.1229,6.1229,6.1229,6.1229,6.1229,7.7545,3096.6,1.5678
